id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
ORD014616,C00061,P014,2023-11-06,6,10864.01,livré,MARRAKECH,PayPal,,2022-03-28
ORD022904,C00886,P011,30/11/2023,6,2270.75,en_cours,Agdir,virement,L006,
ORD019103,C00538,P018,Jan 22 2022,2,10828.28,en_cours,NADOR,PayPal,L012,
ORD034148,C01940,P015,2023-05-09,7,10405.76,livré,casablanca,PayPal,L031,2024-08-28
ORD026843,C00120,P002,02/08/2023,3,14315.53,LIVRE,KENITRA,carte,L012,2024-04-27
ORD010637,C02829,P007,02/10/2022,6,1459.16,en_cours,CASA,carte,L039,
ORD026776,C02383,P009,Jun 20 2022,10,12832.45,en_cours,casablanca ,carte,L030,
ORD031738,C00214,P006,2024-01-31,5,13970.2,en_cours,Tnja,cash,L048,
ORD043823,C02862,P020,10/12/2023,5,6848.52,LIVRE,MEKNES,CMI,L009,2022-06-28
ORD009986,C01039,P012,27/10/2023,9,2315.37,DONE,SAFI,carte,L006,2024-08-10
ORD010918,C02461,P017,11/03/2023,9,4881.25,en_cours,AGADIR,PayPal,L001,
ORD016831,C00375,P010,29/03/2024,4,5061.96,en_cours,Fez,PayPal,L002,
ORD004181,C00028,P004,2023-11-12,2,2102.45,OK,Mrakech,carte,L022,
ORD011669,C00134,P007,2022-03-31,8,7042.59,OK,MARRAKECH,PayPal,L018,
ORD006185,C02880,P018,2022-06-26,8,4845.26,OK,Fez,CMI,L039,
ORD021837,C00631,P020,2023-05-23,1,6067.68,LIVRE,FES,carte,L020,2022-10-21
ORD005024,C02744,P007,2024-02-25,10,1268.89,livre,Fez,virement,L023,2022-12-21
ORD046242,C00436,P011,09/05/2022,8,8639.94,annulé,beni mellal,CMI,,
ORD020882,C02845,P005,06/03/2022,1,8848.97,OK,Beni Mellal,virement,L023,
ORD001249,C02746,P007,2024-10-23,5,7159.43,en_cours,casablanca,CMI,L033,
ORD011476,C00722,P012,Jul 12 2023,7,10523.64,OK,Rbat,virement,L012,
ORD001317,C00261,P010,2023-04-03,8,7881.99,KO,Meknès,cash,L006,
ORD013093,C00173,P007,2024-11-27,2,2689.02,DONE,Oujda ,PayPal,L036,2024-11-30
ORD029061,C02738,P015,18/08/2024,6,4135.83,DONE,RABAT,virement,L024,2024-08-02
ORD033569,C02567,P014,2023-12-20,9,1356.25,OK,errachidia,virement,L048,
ORD029237,C01110,P010,2022-12-30,10,9707.82,annulé,BENI MELLAL,PayPal,L041,
ORD045923,C01842,P014,2022-03-03,9,7819.87,livre,errachidia,virement,L012,2024-02-11
ORD040286,C01918,P008,30/10/2022,10,9023.37,OK,meknes,virement,L049,
ORD025428,C02375,P004,2024-07-24,8,1956.29,livré,beni mellal,cash,L041,2023-12-01
ORD040906,C02589,P010,2022-06-24,6,2115.64,DONE,tetouan,CMI,L035,2023-07-26
ORD011070,C00220,P009,03/07/2024,6,13223.98,LIVRE,fes,cash,L048,2023-04-06
ORD012579,C01084,P014,03/01/2023,4,4485.68,OK,Mrakech,cash,L016,
ORD040487,C01813,P017,2022-01-13,10,8313.54,DONE,TANGER,carte,L040,2023-06-11
ORD019157,C00870,P015,18/02/2022,7,3637.21,en_cours,BENI MELLAL,virement,L026,
ORD039699,C01439,P010,2023-09-21,9,472.92,annule,MARRAKECH,PayPal,L044,
ORD021275,C01365,P016,15/01/2023,7,14176.7,LIVRE,casablanca ,carte,L001,2024-04-08
ORD008108,C02079,P011,Dec 02 2023,4,9213.89,LIVRE,MEKNES,CMI,L045,2022-12-24
ORD044107,C02379,P004,2023-01-03,2,11324.52,DONE,oujda,PayPal,L048,2023-12-01
ORD021670,C02922,P007,Jun 26 2022,3,13704.7,LIVRE,NADOR,carte,L039,2024-05-04
ORD013932,C01135,P003,2023-01-25,4,14345.95,livré,TETOUAN,PayPal,L017,2022-01-25
ORD023242,C00229,P007,2022-09-09,4,3655.2,annulé,Oujda ,virement,L020,
ORD004645,C02939,P003,Aug 21 2022,8,1338.97,annulé,Oujda ,CMI,L013,
ORD025681,C02794,P003,10/03/2023,10,13478.02,annule,Rbat,carte,L015,
ORD035890,C02933,P008,09/09/2022,6,8935.99,livre,Agdir,carte,L017,2022-01-12
ORD002553,C00231,P012,Aug 20 2024,10,14013.19,livre,fes,cash,L040,2022-09-01
ORD019845,C00480,P013,Feb 07 2023,9,8190.09,en_cours,oujda,cash,L019,
ORD011757,C02289,P020,2024-05-08,9,13926.41,livre,RABAT,PayPal,L031,2023-03-30
ORD010040,C00441,P017,2023-11-24,7,1068.32,en_cours,Beni Mellal,carte,L048,
ORD000070,C00451,P012,09/06/2022,6,0.0,livre,NADOR,CMI,L016,2022-07-21
ORD014664,C00642,P011,May 23 2024,10,5516.17,DONE,rabat,PayPal,L050,2022-11-22
ORD007236,C00525,P014,29/02/2024,6,8838.19,livre,Meknès,cash,L008,2022-02-19
ORD012293,C00665,P020,18/08/2023,3,8940.16,DONE,oujda,virement,,2022-05-08
ORD003712,C01815,P012,04/02/2024,6,11061.23,livré,Mrakech,CMI,L044,2024-04-06
ORD009985,C02280,P002,13/01/2023,9,7003.54,en_cours,TNG,PayPal,L046,
ORD048115,C00985,P010,14/06/2024,3,7119.81,DONE,ERRACHIDIA,CMI,L006,2024-08-18
ORD040226,C01325,P005,2022-11-15,9,12704.61,retourné,Oujda ,CMI,L043,2024-12-15
ORD043868,C02959,P002,24/06/2022,9,1363.99,livré,Eljadida,PayPal,L027,2022-02-08
ORD011455,C02937,P010,15/05/2024,1,12443.23,livre,meknes,cash,L013,2022-07-16
ORD041785,C02217,P017,Jan 31 2022,5,5799.0,LIVRE,meknes,PayPal,L013,2024-07-14
ORD006730,C02111,P019,2024-09-07,2,4116.39,retourne,errachidia,CMI,L049,2024-11-07
ORD007591,C02097,P006,2022-10-06,3,2832.34,DONE,KENITRA,virement,L021,2023-06-05
ORD028455,C00507,P014,21/07/2024,8,4982.47,annule,oujda,cash,L017,
ORD049058,C00966,P012,Jul 27 2022,3,11289.68,LIVRE,kenitra,virement,L043,2023-04-24
ORD034889,C00360,P012,2023-05-12,2,9238.11,livré,Fez,cash,L005,2024-04-25
ORD019033,C01874,P006,16/12/2024,10,4789.72,en_cours,TNG,CMI,L006,
ORD021863,C01686,P020,Dec 19 2022,4,9425.09,livré,Oujda ,virement,L016,2024-11-15
ORD044570,C02974,P003,Sep 27 2024,2,8377.57,OK,errachidia,PayPal,L022,
ORD017373,C01513,P008,2024-01-21,2,7233.02,en_cours,Agdir,carte,,
ORD029771,C02984,P020,Jun 25 2022,9,10513.28,en_cours,safi,PayPal,L035,
ORD004167,C00642,P008,Dec 07 2024,4,12600.95,livré,kénitra,virement,L010,2024-11-06
ORD002925,C00913,P002,2024-11-07,8,6562.44,annule,SAFI,PayPal,L006,
ORD035568,C02535,P008,03/07/2024,9,12827.71,retourne,Oujda ,PayPal,L007,2023-10-29
ORD002515,C02908,P002,31/03/2023,10,7199.73,LIVRE,Agdir,virement,L012,2024-01-26
ORD044733,C00287,P014,Mar 05 2024,6,75.56,retourné,Mrakech,CMI,L001,2024-10-09
ORD043911,C00335,P003,Apr 19 2022,5,10227.63,LIVRE,Eljadida,cash,L004,2022-10-04
ORD013299,C01614,P011,23/12/2023,6,3788.5,annulé,MEKNES,carte,L007,
ORD033296,C02535,P018,Nov 25 2024,6,1197.48,en_cours,Fès,PayPal,L032,
ORD017445,C00862,P004,2023-09-09,10,8203.53,DONE,errachidia,CMI,L007,2022-07-12
ORD013239,C02456,P008,2024-04-20,10,14087.69,retourné,casablanca ,virement,L019,2023-08-12
ORD023662,C01782,P009,2023-04-20,2,1373.27,LIVRE,TETOUAN,carte,L037,2023-10-16
ORD039665,C00867,P013,2022-11-17,8,4079.78,DONE,TANGER,virement,L017,2024-09-08
ORD005308,C02084,P001,17/01/2022,3,7019.09,livré,Tétouan,PayPal,L036,2023-05-28
ORD036941,C02271,P008,30/09/2023,9,1956.35,OK,Agdir,virement,L043,
ORD049724,C02481,P002,2023-09-25,2,12032.19,DONE,TANGER,cash,L008,2024-07-06
ORD043233,C01996,P020,Aug 16 2024,10,14740.81,livre,Marrakesh,carte,L043,2022-03-06
ORD017276,C01474,P010,2023-05-17,4,8156.66,en_cours,el jadida,virement,,
ORD009735,C01869,P017,2023-04-01,6,6831.87,annulé,Eljadida,CMI,L031,
ORD029501,C01716,P004,2022-06-06,6,12164.14,OK,kenitra,cash,L027,
ORD038519,C02422,P009,03/05/2023,3,3399.33,DONE,Casa,PayPal,L050,2024-10-10
ORD038778,C00395,P011,Feb 21 2022,8,2725.79,livré,AGADIR,cash,L025,2022-04-08
ORD037470,C00553,P004,2022-09-21,10,0.0,DONE,Tétouan,virement,L001,2022-05-20
ORD003918,C01645,P011,Feb 09 2022,9,6281.54,LIVRE,Mrakech,CMI,L048,2022-12-15
ORD046093,C01679,P015,10/08/2022,10,1288.79,DONE,fes,carte,L050,2024-03-16
ORD022999,C02382,P017,Oct 03 2023,7,5421.57,OK,Fez,cash,L035,
ORD044953,C01881,P014,2022-10-10,2,11452.94,retourné,fes,virement,L027,2022-03-16
ORD000348,C02461,P006,10/10/2024,8,5520.59,LIVRE,AGADIR,PayPal,L014,2025-01-01
ORD040068,C02728,P016,2024-12-30,2,9113.38,annulé,Beni Mellal,cash,L004,
ORD036685,C02872,P012,02/12/2023,3,7818.97,livré,SAFI,cash,L021,2023-02-24
ORD016522,C02247,P016,2023-06-20,9,12617.01,KO,Oujda ,PayPal,L043,
ORD044928,C02356,P012,Dec 29 2022,5,1802.46,livré,SAFI,virement,L046,2023-09-16
ORD033483,C01332,P018,Jan 17 2023,3,10622.07,LIVRE,Oujda ,carte,L021,2024-08-22
ORD043828,C02976,P011,19/11/2023,5,1634.17,DONE,agadir,virement,L049,2024-04-17
ORD037176,C02356,P012,26/01/2022,7,3782.22,LIVRE,Rbat,cash,L049,2022-10-16
ORD002066,C02269,P017,2024-02-15,2,11809.01,DONE,TETOUAN,CMI,L043,2024-02-12
ORD033434,C02385,P014,Aug 15 2023,6,14570.34,LIVRE,meknes,carte,L048,2024-12-29
ORD039312,C00196,P006,Nov 28 2024,5,6943.72,DONE,kénitra,PayPal,L030,2023-09-27
ORD005081,C02709,P006,13/12/2022,9,0.0,annule,ERRACHIDIA,carte,L019,
ORD022073,C01496,P002,Sep 25 2023,2,9772.24,en_cours,tetouan,cash,L010,
ORD009564,C00342,P011,2023-11-15,1,2640.52,annule,beni mellal,CMI,L018,
ORD043917,C02688,P015,Apr 30 2023,4,6165.24,LIVRE,rabat,CMI,L024,2023-04-06
ORD030353,C02903,P011,04/08/2024,5,4152.49,annule,nador,virement,L019,
ORD001057,C00426,P011,03/04/2024,3,12710.41,DONE,Meknès,CMI,L016,2024-03-16
ORD000787,C01125,P019,01/10/2024,4,1248.65,retourne,oujda,CMI,L047,2022-02-14
ORD019673,C00134,P010,Jun 18 2023,10,11308.12,OK,ERRACHIDIA,PayPal,L018,
ORD049040,C00429,P010,17/10/2024,9,0.0,DONE,agadir,virement,L019,2024-06-16
ORD040734,C02887,P003,Nov 09 2023,7,7728.83,OK,safi,PayPal,L025,
ORD024508,C01120,P020,2023-03-24,2,6275.87,en_cours,TANGER,CMI,L046,
ORD046607,C02209,P020,Apr 13 2023,8,1309.13,LIVRE,AGADIR,CMI,L008,2022-06-27
ORD021697,C01514,P009,2024-06-10,5,10729.92,livré,SAFI,cash,L025,2023-07-21
ORD049403,C02578,P014,12/12/2024,3,546.57,DONE,errachidia,cash,L029,2024-04-23
ORD007180,C00655,P019,May 16 2023,3,10576.93,livre,CASA,cash,L015,2022-03-23
ORD030191,C00207,P010,Feb 05 2023,7,13919.67,DONE,NADOR,carte,,2022-10-03
ORD044059,C02124,P008,27/09/2023,5,59.59,livre,kénitra,CMI,L029,2023-03-26
ORD018934,C01399,P015,2024-02-13,5,14263.48,retourné,ERRACHIDIA,cash,L020,2024-05-11
ORD038024,C02148,P013,20/03/2022,8,10369.37,annulé,nador,PayPal,L032,
ORD046708,C01937,P020,2024-03-07,9,3881.26,livre,tetouan,CMI,L044,2024-11-03
ORD019965,C01312,P020,2023-07-17,6,14929.91,DONE,SAFI,CMI,L010,2024-04-20
ORD003956,C00864,P008,10/04/2022,6,7716.0,OK,ERRACHIDIA,CMI,L012,
ORD033980,C01954,P013,Apr 01 2022,4,2863.41,livre,KENITRA,PayPal,L044,2024-06-10
ORD019180,C02990,P017,12/06/2024,1,4026.59,livré,TETOUAN,CMI,L027,2023-06-20
ORD022691,C01917,P002,May 19 2024,5,13488.51,DONE,Fès,carte,L047,2024-11-24
ORD039858,C02168,P010,2022-07-28,6,12187.29,LIVRE,casablanca ,carte,L017,2022-07-07
ORD035532,C01872,P004,18/12/2022,10,1612.59,livré,fes,carte,L013,2023-11-10
ORD039601,C01937,P017,2023-03-20,7,12080.55,livre,Agdir,virement,L050,2023-06-02
ORD038248,C00551,P006,2022-10-01,1,14247.63,LIVRE,CASA,PayPal,L031,2023-07-28
ORD007718,C01685,P019,06/05/2022,5,6746.44,LIVRE,rabat,CMI,L049,2023-05-01
ORD002700,C02402,P006,Jul 04 2023,1,7433.4,retourné,Fès,CMI,L017,2023-07-10
ORD029840,C02736,P008,28/02/2023,1,7894.89,livré,casablanca,virement,L017,2024-07-08
ORD006658,C01699,P007,30/09/2024,2,0.0,DONE,safi,CMI,L019,2023-04-19
ORD016928,C01722,P001,27/01/2024,2,12227.77,LIVRE,oujda,CMI,L033,2023-03-02
ORD019820,C01148,P012,2023-05-20,4,13218.15,retourne,OUJDA,CMI,,2024-08-10
ORD017690,C00592,P006,12/09/2024,4,14560.58,OK,MARRAKECH,CMI,L006,
ORD002905,C02922,P015,12/02/2024,3,1633.98,OK,casablanca,CMI,L031,
ORD013453,C00899,P011,Oct 30 2024,6,11676.74,OK,el jadida,virement,L034,
ORD028333,C00230,P011,2023-12-06,7,11202.63,annule,fes,carte,L022,
ORD002043,C02710,P013,2024-12-03,6,13917.81,retourne,ERRACHIDIA,carte,L009,2023-07-06
ORD028996,C02019,P007,Jun 17 2022,2,14963.45,DONE,Agdir,virement,L034,2024-06-07
ORD006729,C01750,P010,2022-12-15,8,9936.4,LIVRE,AGADIR,PayPal,L013,2022-11-04
ORD015569,C01402,P006,Oct 02 2024,5,2774.47,en_cours,marrakech,carte,L014,
ORD035607,C01943,P008,30/03/2022,1,11138.04,annule,TNG,PayPal,L043,
ORD048561,C02572,P015,15/08/2024,9,194.54,livré,casablanca,CMI,L009,2023-05-15
ORD048302,C02732,P001,2023-06-27,2,3087.23,LIVRE,BENI MELLAL,CMI,L036,2022-01-29
ORD012094,C00553,P013,2022-05-12,1,9889.26,livre,BENI MELLAL,virement,L023,2023-04-20
ORD008708,C00314,P006,Jan 03 2022,10,6881.02,LIVRE,meknes,CMI,L019,2022-03-15
ORD029507,C00373,P019,2024-03-05,4,6647.39,livre,casablanca,virement,L048,2024-09-23
ORD023664,C00916,P015,27/10/2023,1,9823.87,LIVRE,SAFI,CMI,L042,2023-04-14
ORD022331,C01057,P010,18/11/2023,2,12674.1,LIVRE,BENI MELLAL,PayPal,L024,2023-03-23
ORD003426,C02277,P015,30/04/2024,2,2873.41,annule,AGADIR,CMI,L036,
ORD035513,C01169,P006,29/07/2022,10,12599.17,OK,SAFI,CMI,L028,
ORD003614,C01418,P013,06/02/2024,3,1812.28,livre,casablanca ,CMI,L033,2024-11-28
ORD037684,C01632,P016,12/01/2023,10,12297.45,LIVRE,Oujda ,cash,L014,2022-04-05
ORD021093,C02143,P013,05/06/2024,4,6657.3,livre,nador,CMI,L031,2024-06-26
ORD037800,C02129,P015,12/12/2023,4,9966.45,DONE,MEKNES,cash,L035,2023-10-15
ORD046631,C02846,P006,May 09 2022,9,8328.75,LIVRE,KENITRA,virement,L016,2024-04-04
ORD048852,C02695,P012,28/12/2022,10,7161.19,DONE,SAFI,carte,,2024-11-18
ORD017097,C01413,P016,2024-08-25,-10,13896.52,LIVRE,Agdir,virement,L039,2023-10-01
ORD040187,C00881,P018,2022-11-23,9,972.7,OK,MEKNES,CMI,L004,
ORD008069,C01477,P012,Apr 14 2022,4,10863.29,livre,beni mellal,CMI,L036,2022-08-19
ORD023683,C01928,P018,2024-09-27,8,3883.51,LIVRE,BENI MELLAL,carte,,2022-02-22
ORD048451,C00393,P002,20/09/2023,8,7128.59,retourné,Tétouan,PayPal,L028,2022-07-30
ORD006726,C00368,P001,22/07/2024,9,14382.74,en_cours,EL JADIDA,virement,L005,
ORD037731,C01780,P001,May 26 2022,5,2154.43,annulé,Agdir,carte,L020,
ORD035431,C01202,P008,16/10/2024,10,3350.91,en_cours,kenitra,PayPal,L027,
ORD013219,C01433,P019,2022-06-03,6,6870.4,livre,KENITRA,carte,L013,2022-05-20
ORD044826,C02260,P013,2023-12-16,8,7643.08,LIVRE,errachidia,cash,L007,2023-01-29
ORD046420,C00351,P007,2022-05-25,4,3939.76,livré,tanger,PayPal,L016,2024-04-01
ORD013484,C02615,P012,Feb 09 2024,7,476.29,OK,MARRAKECH,cash,L027,
ORD014159,C02606,P004,15/05/2023,10,12388.19,livre,FES,carte,L043,2024-05-05
ORD005911,C02539,P003,2024-07-27,4,11924.58,DONE,agadir,carte,L007,2023-12-26
ORD019595,C02536,P015,2024-07-07,4,8808.26,en_cours,Marrakesh,virement,L035,
ORD035087,C00773,P005,2024-07-08,9,13519.56,LIVRE,Meknès,cash,L001,2024-02-07
ORD020686,C02175,P006,2024-11-03,9,6579.08,en_cours,ERRACHIDIA,PayPal,L012,
ORD035978,C01016,P009,Apr 18 2022,9,3346.18,retourné,casablanca,carte,L015,2024-06-24
ORD002840,C01639,P019,12/04/2023,5,6902.57,livré,Oujda ,carte,L023,2022-03-08
ORD019284,C00793,P003,Dec 08 2022,1,13432.6,LIVRE,Tnja,cash,L026,2022-10-07
ORD045399,C02507,P001,01/02/2023,9,13760.09,retourné,marrakech,CMI,L028,2024-05-28
ORD014927,C00868,P020,24/08/2022,9,6241.2,livre,ERRACHIDIA,CMI,,2022-06-18
ORD038697,C00983,P017,Sep 14 2022,6,5840.81,retourné,meknes,cash,L001,2022-10-14
ORD037576,C02570,P016,18/03/2023,3,3995.54,en_cours,OUJDA,virement,L026,
ORD022603,C01879,P016,27/07/2024,9,9484.47,retourne,NADOR,CMI,L024,2022-11-23
ORD023007,C02174,P008,2023-03-02,10,12323.84,livre,casablanca,cash,L023,2023-10-15
ORD043531,C02616,P010,16/06/2024,10,8662.73,retourné,ERRACHIDIA,carte,L015,2023-03-24
ORD046566,C01929,P014,2023-08-06,10,10771.61,LIVRE,Meknès,cash,L016,2023-06-04
ORD044115,C01777,P017,2024-01-09,10,5839.18,retourné,beni mellal,cash,L021,2022-10-12
ORD024267,C01542,P005,2023-08-21,2,10426.37,livré,MEKNES,carte,L037,2022-01-11
ORD001083,C02600,P014,2024-11-09,2,4013.57,livré,rabat,PayPal,L050,2024-03-13
ORD029372,C01210,P011,20/02/2023,4,9538.59,LIVRE,Tétouan,CMI,L008,2023-07-17
ORD038071,C01450,P014,04/03/2024,5,10260.61,livre,Agdir,virement,L041,2024-12-03
ORD002034,C00633,P001,26/07/2024,10,9159.79,livré,Tétouan,PayPal,L005,2022-12-27
ORD028723,C02278,P014,2024-08-09,3,10648.48,OK,SAFI,carte,L032,
ORD033122,C01501,P004,Jul 14 2022,1,7020.22,livre,oujda,CMI,L004,2022-11-16
ORD028424,C01001,P019,2023-03-11,6,3562.9,DONE,beni mellal,PayPal,L044,2024-04-03
ORD022259,C02480,P011,09/03/2022,7,11579.07,LIVRE,Tétouan,carte,L048,2022-10-05
ORD012989,C02123,P010,2023-07-06,5,9986.38,OK,EL JADIDA,cash,L013,
ORD001339,C00936,P020,2023-09-16,8,13247.34,livré,RABAT,PayPal,L045,2022-05-23
ORD011326,C00599,P002,Mar 05 2022,8,9366.38,OK,Tétouan,cash,L032,
ORD040006,C02629,P006,08/02/2023,1,4464.0,en_cours,Eljadida,carte,,
ORD020395,C01153,P008,21/05/2024,10,11035.16,OK,MARRAKECH,cash,L017,
ORD000921,C01058,P018,2023-12-17,4,2853.61,DONE,tanger ,PayPal,L042,2022-06-16
ORD006830,C00079,P009,2022-08-17,2,3533.59,DONE,FES,cash,L040,2023-03-31
ORD045062,C02016,P005,30/01/2024,3,297.42,DONE,meknes,cash,L015,2023-12-10
ORD012812,C02943,P012,2022-06-22,5,1634.81,livre,Marrakesh,virement,L022,2022-04-27
ORD018222,C02239,P014,08/07/2022,8,13377.97,retourné,Eljadida,cash,L012,2024-10-20
ORD045933,C01612,P006,28/10/2022,2,5527.64,OK,Oujda ,CMI,L004,
ORD019240,C00760,P002,20/04/2023,10,12755.48,annulé,rabat,cash,L013,
ORD033468,C01087,P008,Dec 19 2024,3,3130.57,livré,AGADIR,virement,L040,2023-02-28
ORD007852,C02420,P010,10/08/2023,7,8410.33,DONE,SAFI,virement,L045,2022-10-08
ORD017673,C02324,P020,21/08/2023,9,11130.64,LIVRE,Meknès,CMI,L039,2024-09-04
ORD029173,C01448,P001,29/08/2024,9,347.99,DONE,Tétouan,cash,L016,2023-07-18
ORD034610,C01614,P019,02/04/2023,3,0.0,livre,meknes,cash,L012,2022-09-16
ORD032153,C02833,P014,Jan 13 2024,9,270.25,livré,Oujda ,carte,L025,2024-04-26
ORD027348,C02602,P004,2024-02-23,10,6454.38,retourne,EL JADIDA,CMI,L021,2022-03-26
ORD035923,C00617,P011,2024-07-29,4,1427.58,DONE,OUJDA,virement,L027,2022-01-09
ORD024953,C02040,P002,01/04/2022,2,5316.57,OK,rabat,virement,L030,
ORD007470,C01956,P008,20/03/2023,2,9042.07,en_cours,Tnja,CMI,L038,
ORD031772,C01184,P016,2023-02-02,10,7824.67,retourné,oujda,cash,L021,2024-03-19
ORD046099,C01664,P007,09/05/2023,4,8436.51,annule,casablanca,carte,L006,
ORD033441,C02086,P009,Aug 27 2022,5,5211.85,en_cours,nador,carte,L042,
ORD001814,C00480,P006,13/04/2024,6,9401.15,LIVRE,Fès,cash,L042,2022-04-27
ORD022513,C02233,P010,2023-07-05,10,5200.65,DONE,tanger ,PayPal,L023,2022-02-02
ORD006396,C01847,P010,2023-11-08,2,10973.22,DONE,MEKNES,cash,L009,2024-09-12
ORD022454,C02953,P011,Nov 02 2024,10,4465.56,livré,tanger ,PayPal,L037,2024-05-10
ORD026899,C01446,P002,2022-06-21,2,5150.76,retourne,agadir,PayPal,L034,2023-02-25
ORD037178,C02407,P010,2024-11-22,9,6387.58,OK,errachidia,carte,L038,
ORD001810,C01759,P006,2023-02-04,9,4667.33,livré,meknes,CMI,L001,2024-01-14
ORD001121,C00868,P016,11/07/2022,6,7043.72,DONE,Eljadida,carte,L033,2024-09-29
ORD017270,C02814,P018,03/06/2024,3,4538.8,livre,tanger,PayPal,L030,2024-04-13
ORD000552,C01333,P006,04/10/2022,5,7619.73,OK,AGADIR,virement,L044,
ORD027412,C01067,P010,11/09/2024,1,6124.42,OK,NADOR,CMI,L018,
ORD045743,C01529,P017,28/07/2023,8,4085.43,livre,MEKNES,cash,L011,2023-07-22
ORD016414,C02102,P005,08/01/2024,9,7304.28,livre,tanger ,carte,L003,2024-04-06
ORD023481,C00978,P020,2024-06-08,10,105.45,livre,TETOUAN,virement,L019,2024-10-28
ORD027292,C00571,P007,Sep 19 2024,3,1423.29,LIVRE,OUJDA,CMI,L017,2024-02-03
ORD001189,C01125,P020,2022-12-21,7,917.37,annulé,KENITRA,carte,L007,
ORD029163,C00929,P008,2024-04-04,-1,11012.82,livre,Fez,carte,,2024-05-26
ORD004894,C01726,P018,15/05/2023,10,5855.99,DONE,FES,cash,L040,2023-06-30
ORD011051,C01429,P002,14/04/2024,10,6991.17,livre,rabat,PayPal,L048,2023-12-22
ORD033867,C00824,P013,08/08/2024,6,5726.72,livre,kénitra,CMI,,2022-09-22
ORD048279,C02874,P007,04/06/2022,3,8517.63,DONE,beni mellal,virement,L008,2022-02-10
ORD031455,C00092,P015,26/10/2024,6,8439.85,livré,kenitra,virement,L032,2022-03-25
ORD020334,C01241,P016,19/10/2022,4,7356.72,livré,Eljadida,PayPal,,2023-03-21
ORD010917,C01570,P014,Jul 05 2024,3,5392.77,DONE,TANGER,PayPal,L040,2024-11-29
ORD048676,C00656,P015,06/01/2022,9,1783.66,livré,CASA,cash,L010,2023-03-16
ORD018422,C01255,P005,2024-04-07,3,7616.39,LIVRE,Oujda ,PayPal,L027,2024-11-22
ORD030856,C00186,P010,16/09/2024,6,10889.76,OK,Oujda ,carte,L007,
ORD027383,C02623,P011,28/02/2024,6,2497.13,KO,kénitra,carte,L025,
ORD005925,C00489,P003,12/06/2024,3,14386.03,livre,EL JADIDA,CMI,L003,2024-02-25
ORD023398,C01409,P016,2023-03-17,10,13315.17,retourne,Fès,cash,L034,2023-01-05
ORD049305,C01187,P018,02/03/2022,1,14901.04,LIVRE,SAFI,carte,L017,2023-01-01
ORD006875,C01440,P001,2023-06-14,5,2889.26,en_cours,TETOUAN,CMI,L033,
ORD033890,C02110,P006,08/07/2023,10,11229.48,DONE,Casa,PayPal,L021,2023-11-06
ORD027046,C01745,P005,07/08/2024,4,601.87,LIVRE,RABAT,cash,,2022-09-27
ORD041399,C01589,P008,2022-11-17,8,7422.8,en_cours,SAFI,carte,L039,
ORD038826,C00372,P010,2024-05-24,3,12826.48,en_cours,tanger,PayPal,L049,
ORD004240,C02837,P012,2024-12-12,8,1632.25,livre,SAFI,virement,L019,2023-07-31
ORD012029,C00926,P008,31/05/2024,5,4478.16,OK,BENI MELLAL,virement,L050,
ORD019678,C02677,P002,16/07/2024,1,12784.47,retourné,RABAT,cash,L041,2022-05-23
ORD043953,C00091,P017,2024-06-08,8,1507.95,annulé,oujda,CMI,L013,
ORD016661,C02096,P011,Jul 29 2022,3,5866.24,DONE,safi,cash,L046,2023-02-08
ORD000380,C02428,P001,10/07/2023,7,11115.97,LIVRE,errachidia,virement,L029,2024-03-18
ORD031451,C02490,P014,30/09/2024,6,4511.2,OK,Oujda ,CMI,L027,
ORD027659,C02584,P020,13/10/2022,10,8936.52,LIVRE,beni mellal,carte,L045,2024-01-26
ORD025127,C02468,P011,08/06/2023,1,9984.66,en_cours,SAFI,CMI,L021,
ORD047325,C00954,P011,2024-03-27,-3,2620.74,annule,safi,carte,L044,
ORD023204,C01546,P015,2022-11-06,10,8655.89,LIVRE,Oujda ,PayPal,,2024-01-30
ORD007953,C00102,P005,30/01/2024,4,9330.16,LIVRE,tanger,PayPal,L020,2024-01-20
ORD021797,C01406,P013,Oct 13 2023,3,10453.37,retourne,TETOUAN,cash,L028,2023-05-16
ORD006569,C00672,P002,2023-11-27,2,6755.22,DONE,Tnja,virement,L012,2024-02-11
ORD023865,C00863,P003,Apr 07 2022,8,6344.6,DONE,AGADIR,PayPal,L048,2022-09-12
ORD023333,C01540,P002,02/10/2023,1,14914.49,en_cours,meknes,PayPal,L043,
ORD015039,C00459,P013,16/04/2023,3,12421.21,en_cours,AGADIR,virement,L009,
ORD035802,C02180,P012,2022-07-24,4,14899.85,retourne,BENI MELLAL,cash,L009,2022-03-21
ORD013977,C00490,P015,2023-08-12,2,4208.76,DONE,errachidia,PayPal,,2023-11-15
ORD008485,C01631,P007,2022-01-30,2,10064.09,livre,kenitra,virement,L026,2024-02-24
ORD008592,C02378,P019,16/03/2023,4,9200.21,DONE,errachidia,PayPal,L024,2023-10-24
ORD003303,C02441,P018,13/06/2022,9,8243.65,livre,nador,PayPal,L005,2023-01-09
ORD012757,C00871,P004,07/07/2022,9,1217.93,livre,Meknès,cash,L049,2023-01-26
ORD015107,C01061,P004,Jul 06 2022,8,7067.97,retourné,KENITRA,carte,L034,2023-12-05
