id_date,id_produit,id_client,id_region,id_livreur,quantite_vendue,montant_ht,montant_ttc,cout_livraison,delai_livraison_jours,remise_pct,statut_commande
20240830,1,1,1,16,4,10764.6,12917.52,,,0.0,livré
20230130,6,2141,4,48,8,61000.56,73200.67,,,0.0,livré
20230730,15,43,12,18,2,19771.8,23726.16,,,0.0,retourné
20220402,14,1,14,10,10,138503.8,166204.56,,,0.0,annulé
20220408,19,2740,2,16,5,34355.85,41227.02,,,0.0,livré
20230113,10,1908,2,14,8,91368.88,109642.66,,,0.0,en_cours
20240907,7,2203,2,19,7,41569.64,49883.57,,,0.0,livré
20230601,12,2320,13,32,10,88650.6,106380.72,,,0.0,livré
20230207,4,2562,13,44,1,737.81,885.37,,,0.0,livré
20220407,12,651,12,42,3,39449.55,47339.46,,,0.0,livré
20230125,9,2575,1,32,7,26555.2,31866.24,,,0.0,livré
20220803,16,1578,11,36,3,18162.18,21794.62,,,0.0,annulé
20220917,16,2057,13,5,4,36696.96,44036.35,,,0.0,en_cours
20230831,6,1867,10,51,9,53958.42,64750.1,,,0.0,livré
20221124,19,1561,4,7,4,13597.04,16316.45,,,0.0,annulé
20230925,2,1516,9,51,3,43019.67,51623.6,,,0.0,en_cours
20230627,8,2212,14,31,6,59615.82,71538.98,,,0.0,en_cours
20240309,7,1077,8,15,8,72744.16,87292.99,,,0.0,livré
20240328,12,845,15,23,6,80987.04,97184.45,,,0.0,retourné
20221206,19,2738,12,36,3,26986.47,32383.76,,,0.0,livré
20241204,9,1075,9,1,2,4908.04,5889.65,,,0.0,annulé
20220213,19,2491,8,28,8,33274.24,39929.09,,,0.0,livré
20220118,2,350,1,49,1,8108.44,9730.13,,,0.0,retourné
20241214,19,1,12,37,3,18610.38,22332.46,,,0.0,livré
20240428,13,2155,10,50,2,12272.02,14726.42,,,0.0,livré
20220104,17,2250,12,38,2,20828.64,24994.37,,,0.0,livré
20240603,11,2199,1,8,5,1000.55,1200.66,,,0.0,retourné
20240914,12,425,12,48,6,52962.96,63555.55,,,0.0,en_cours
20220325,7,2549,15,10,5,69611.1,83533.32,,,0.0,annulé
20231021,16,1839,14,34,5,73384.8,88061.76,,53.0,0.0,livré
20231226,7,751,5,31,1,2670.57,3204.68,,,0.0,livré
20220115,19,2597,14,8,8,9911.52,11893.82,,,0.0,en_cours
20220313,17,1910,13,5,10,75738.9,90886.68,,,0.0,livré
20220815,5,1568,4,23,4,25014.6,30017.52,,,0.0,livré
20231119,3,976,5,24,3,32292.27,38750.72,,,0.0,livré
20220830,10,531,10,21,8,95386.88,114464.26,,,0.0,livré
20240408,3,1259,6,2,9,102183.57,122620.28,,,0.0,livré
20220721,14,469,7,12,9,46607.22,55928.66,,,0.0,livré
20231020,10,1504,12,8,1,12765.05,15318.06,,,0.0,livré
20220102,11,2130,8,42,7,5854.8,7025.76,,,0.0,livré
20220129,7,2235,7,9,6,23125.98,27751.18,,,0.0,en_cours
20220620,14,1553,14,49,1,14630.06,17556.07,,,0.0,en_cours
20220727,2,1879,7,45,10,141580.8,169896.96,,,0.0,livré
20220215,20,2614,14,17,7,74338.95,89206.74,,,0.0,retourné
20231219,3,1224,15,20,4,31964.36,38357.23,,,0.0,livré
20241107,2,2466,2,3,10,66614.5,79937.4,,8.0,0.0,livré
20220103,18,1713,8,38,3,44788.08,53745.7,,,0.0,livré
20220702,9,1635,4,15,7,52558.94,63070.73,,,0.0,annulé
20221228,16,965,13,42,8,104429.84,125315.81,,,0.0,en_cours
20240608,5,1407,1,1,8,52993.76,63592.51,,,0.0,livré
20230928,20,730,15,3,3,40760.19,48912.23,,,0.0,livré
20240131,15,1730,1,15,10,24207.3,29048.76,,,0.0,livré
20220511,18,1801,6,8,4,12556.56,15067.87,,,0.0,retourné
20230627,9,2854,7,50,7,915.39,1098.47,,,0.0,livré
20221225,2,1133,8,43,5,12165.4,14598.48,,,0.0,livré
20240302,1,523,3,40,5,67742.35,81290.82,,,0.0,en_cours
20220715,2,2257,2,25,4,25856.44,31027.73,,,0.0,en_cours
20240311,15,223,11,51,8,95492.64,114591.17,,,0.0,livré
20220630,18,1102,1,43,8,37523.68,45028.42,,,0.0,livré
20240219,1,2398,14,16,10,44130.4,52956.48,,,0.0,livré
20220424,16,2081,13,46,1,9107.96,10929.55,,,0.0,livré
20230228,2,2257,3,27,3,4665.81,5598.97,,,0.0,annulé
20221203,2,946,6,10,10,37142.9,44571.48,,,0.0,livré
20230619,15,336,12,10,5,31827.35,38192.82,,,0.0,en_cours
20240131,8,1576,14,28,7,27014.4,32417.28,,,0.0,livré
20220225,6,1986,13,48,2,11805.52,14166.62,,,0.0,livré
20231112,13,140,15,35,5,36125.7,43350.84,,,0.0,retourné
20220227,4,2511,8,31,6,83966.04,100759.25,,,0.0,livré
20240827,12,2831,9,38,9,4217.22,5060.66,,,0.0,en_cours
20240329,17,2663,13,1,5,63951.05,76741.26,,,0.0,livré
20231226,4,429,7,25,6,78814.26,94577.11,,,0.0,annulé
20240118,5,856,6,38,3,27213.78,32656.54,,,0.0,en_cours
20230825,16,797,11,39,2,22585.08,27102.1,,,0.0,livré
20240112,15,1762,14,43,6,10560.18,12672.22,,,0.0,retourné
20220525,15,66,11,5,2,19373.34,23248.01,,,0.0,retourné
20240322,8,791,1,36,1,3658.83,4390.6,,,0.0,annulé
20230616,4,1303,15,29,8,49320.8,59184.96,,,0.0,annulé
20231110,7,2681,6,1,6,38250.72,45900.86,,,0.0,en_cours
20240815,18,226,13,27,8,93063.04,111675.65,,,0.0,livré
20230610,12,1936,4,46,4,31963.24,38355.89,,,0.0,livré
20240925,10,2176,11,18,6,82740.3,99288.36,,,0.0,livré
20220922,11,1,3,8,3,19988.91,23986.69,,,0.0,livré
20220512,12,2025,2,2,2,25815.88,30979.06,,,0.0,livré
20230410,11,1,5,30,2,903.8,1084.56,,,0.0,livré
20240505,15,240,5,47,2,14659.54,17591.45,,,0.0,en_cours
20220731,17,988,2,24,2,3322.92,3987.5,,,0.0,en_cours
20220508,16,1060,7,47,7,57253.91,68704.69,,,0.0,en_cours
20230430,13,1160,7,29,9,70571.16,84685.39,,,0.0,livré
20240425,4,1583,12,22,4,4777.32,5732.78,,,0.0,livré
20221113,10,2003,9,15,1,760.47,912.56,,,0.0,livré
20230619,2,2450,13,32,10,97384.4,116861.28,,,0.0,livré
20220203,11,2332,11,48,5,32926.85,39512.22,,,0.0,retourné
20220813,3,2482,4,14,9,41821.56,50185.87,,,0.0,livré
20240509,15,1,6,8,9,100164.15,120196.98,,50.0,0.0,livré
20240311,1,265,11,43,6,33733.38,40480.06,,,0.0,en_cours
20231014,17,319,12,30,1,5873.58,7048.3,,,0.0,livré
20240622,13,1419,10,47,1,7134.18,8561.02,,,0.0,livré
20230828,20,2376,13,25,10,137874.4,165449.28,,,0.0,en_cours
20230919,8,2158,3,14,6,75759.54,90911.45,,,0.0,livré
20241129,20,2346,1,32,1,1379.23,1655.08,,,0.0,livré
20241228,7,1,12,19,9,54152.37,64982.84,,,0.0,livré
20221215,20,806,2,19,6,10551.48,12661.78,,,0.0,livré
20240714,4,1375,6,35,5,65666.2,78799.44,,,0.0,en_cours
20240609,12,2662,9,46,10,19894.4,23873.28,,,0.0,livré
20221209,16,1571,10,43,1,10704.41,12845.29,,,0.0,livré
20220920,6,2324,9,24,4,10909.32,13091.18,,,0.0,retourné
20240305,20,2198,15,1,4,11263.6,13516.32,,,0.0,annulé
20220914,11,1912,14,4,10,102034.0,122440.8,,,0.0,livré
20240114,3,2680,13,30,8,78093.84,93712.61,,,0.0,livré
20240828,9,817,15,12,2,16147.7,19377.24,,,0.0,annulé
20240726,11,2098,2,41,1,13396.92,16076.3,,,0.0,en_cours
20240305,13,118,7,1,10,146758.6,176110.32,,,0.0,livré
20230715,11,1130,10,38,9,29611.44,35533.73,,,0.0,en_cours
20221219,3,1491,2,5,9,65309.4,78371.28,,,0.0,retourné
20240905,11,571,12,38,3,25004.7,30005.64,,58.0,0.0,retourné
20231212,11,261,10,51,6,66969.18,80363.02,,,0.0,livré
20221004,13,1579,9,40,2,19465.56,23358.67,,,0.0,livré
20220203,20,2330,14,22,5,58008.45,69610.14,,,0.0,annulé
20220418,5,166,12,42,5,10026.65,12031.98,,,0.0,retourné
20230315,15,1864,12,38,10,23957.6,28749.12,,,0.0,annulé
20230409,4,1868,5,1,2,6003.52,7204.22,,,0.0,livré
20231112,14,1741,8,21,3,18162.09,21794.51,,,0.0,livré
20240410,17,483,2,40,7,53145.82,63774.98,,,0.0,en_cours
20240612,7,1,8,30,2,27290.7,32748.84,,,0.0,livré
20221025,9,1595,2,1,10,142583.9,171100.68,,,0.0,en_cours
20230520,20,1057,5,35,3,37290.48,44748.58,,,0.0,en_cours
20230519,1,2207,11,48,1,4600.52,5520.62,,,0.0,en_cours
20220610,7,173,5,42,4,58959.04,70750.85,,,0.0,livré
20241128,3,2821,10,49,1,13557.79,16269.35,,,0.0,retourné
20220314,7,586,2,15,8,83626.96,100352.35,,,0.0,en_cours
20230713,14,420,5,23,7,98434.14,118120.97,,,0.0,livré
20220306,18,2338,11,4,9,52512.03,63014.44,,,0.0,livré
20240724,2,1,4,26,7,6172.88,7407.46,,,0.0,livré
20230524,16,1334,5,22,1,1957.15,2348.58,,,0.0,livré
20221016,7,1,2,19,10,79452.6,95343.12,,,0.0,livré
20231228,19,1878,6,50,10,63465.9,76159.08,,,0.0,livré
20240930,13,1205,13,46,10,19032.8,22839.36,,,0.0,en_cours
20240411,16,417,9,26,5,43660.8,52392.96,,,0.0,livré
20240529,8,2481,1,8,7,64039.43,76847.32,,,0.0,livré
20230107,14,1897,6,33,2,19131.48,22957.78,,,0.0,en_cours
20230220,5,269,14,1,1,8503.99,10204.79,,,0.0,annulé
20240729,1,349,10,13,6,39030.6,46836.72,,,0.0,annulé
20240703,11,1690,10,49,4,11441.88,13730.26,,,0.0,livré
20240727,9,1048,2,27,1,14756.8,17708.16,,,0.0,annulé
20220505,12,2063,15,22,2,3226.38,3871.66,,26.0,0.0,livré
20240628,16,1185,7,10,7,7596.82,9116.18,,,0.0,en_cours
20240305,2,1,3,51,1,1728.66,2074.39,,,0.0,livré
20231216,5,1,14,35,9,45190.17,54228.2,,,0.0,livré
20240623,5,1671,11,50,10,128699.7,154439.64,,,0.0,livré
20231104,14,1701,10,49,1,439.92,527.9,,,0.0,livré
20240810,17,1698,2,7,5,7741.0,9289.2,,,0.0,annulé
20220716,6,1459,11,47,10,96998.4,116398.08,,,0.0,livré
20230625,11,1234,12,47,4,59484.56,71381.47,,,0.0,livré
20220813,12,2515,2,23,1,11240.17,13488.2,,,0.0,livré
20230206,14,2668,15,10,1,1629.02,1954.82,,,0.0,livré
20240307,8,2867,6,14,4,8224.92,9869.9,,,0.0,livré
20220620,12,120,4,35,1,7874.42,9449.3,,,0.0,livré
20230610,1,220,3,35,1,12726.24,15271.49,,,0.0,annulé
20220415,4,2024,10,1,8,49264.32,59117.18,,,0.0,livré
20220729,3,2825,4,1,7,100152.5,120183.0,,,0.0,en_cours
20231120,20,2483,7,12,5,42223.35,50668.02,,,0.0,en_cours
20220219,2,89,14,51,1,8308.47,9970.16,,,0.0,livré
20220719,5,636,10,15,10,4498.3,5397.96,,,0.0,livré
20230403,5,1603,2,14,9,15999.12,19198.94,,,0.0,annulé
20231002,5,1125,1,32,8,59877.76,71853.31,,,0.0,livré
20220406,14,545,11,1,5,11810.7,14172.84,,,0.0,livré
20230601,16,1,8,21,2,3870.52,4644.62,,,0.0,livré
20240518,1,1448,9,2,8,20183.2,24219.84,,,0.0,en_cours
20231112,7,351,13,7,10,124431.1,149317.32,,,0.0,livré
20220125,9,1767,15,42,8,117000.4,140400.48,,,0.0,livré
20220831,20,206,11,6,6,2455.56,2946.67,,,0.0,retourné
20240501,2,2338,3,46,4,19704.36,23645.23,,,0.0,livré
20230822,11,1306,3,42,9,55043.46,66052.15,,,0.0,livré
20230319,18,1200,6,5,5,7148.5,8578.2,,,0.0,livré
20230217,14,1223,10,13,2,11719.9,14063.88,,,0.0,annulé
20240629,12,1295,13,4,5,51546.9,61856.28,,,0.0,retourné
20240209,6,1506,3,24,6,32655.66,39186.79,,,0.0,livré
20240914,12,1527,15,36,4,13773.28,16527.94,,,0.0,retourné
20220207,8,1193,2,29,6,85103.34,102124.01,,,0.0,livré
20230304,9,2225,8,11,6,7951.98,9542.38,,,0.0,livré
20221024,20,863,13,1,3,8182.56,9819.07,,,0.0,livré
20230205,18,1530,3,32,3,33265.71,39918.85,,,0.0,en_cours
20220811,10,401,1,1,8,31102.72,37323.26,,,0.0,livré
20220823,17,197,14,2,8,48317.92,57981.5,,,0.0,livré
20240521,19,1917,6,8,7,2480.45,2976.54,,,0.0,en_cours
20240422,10,2556,5,49,1,13503.1,16203.72,,,0.0,en_cours
20240415,15,790,4,34,1,192.34,230.81,,,0.0,livré
20240521,13,2874,1,16,5,67892.6,81471.12,,,0.0,livré
20220827,1,356,13,48,9,59380.83,71257.0,,,0.0,livré
20230531,10,595,13,40,6,49640.64,59568.77,,,0.0,livré
20240908,17,1532,14,44,9,40770.54,48924.65,,,0.0,annulé
20220918,18,64,14,13,4,12202.68,14643.22,,,0.0,livré
20240925,5,24,7,5,1,88.95,106.74,,,0.0,retourné
20231201,17,2616,2,20,1,13237.99,15885.59,,,0.0,annulé
20220824,2,1651,9,44,6,10327.68,12393.22,,,0.0,livré
20240904,15,709,2,27,5,33047.85,39657.42,,,0.0,livré
20220219,9,1036,10,17,9,52362.09,62834.51,,,0.0,en_cours
20221026,12,1145,15,12,8,91360.32,109632.38,,,0.0,livré
20240706,18,1426,7,17,1,2614.71,3137.65,,,0.0,livré
20230909,18,2246,7,15,10,115189.3,138227.16,,,0.0,en_cours
20221011,13,169,15,38,1,14115.5,16938.6,,,0.0,retourné
20230816,12,2000,6,4,5,21453.95,25744.74,,,0.0,en_cours
20230718,11,280,3,13,6,50258.4,60310.08,,,0.0,annulé
20230501,10,1999,15,10,4,28991.72,34790.06,,,0.0,annulé
20230105,7,1905,12,1,3,11934.12,14320.94,,,0.0,en_cours
20230314,19,514,4,51,6,42796.56,51355.87,,,0.0,livré
20230727,7,821,3,2,10,146636.9,175964.28,,,0.0,livré
20220424,9,721,15,35,1,12766.53,15319.84,,,0.0,en_cours
20220120,2,2521,4,10,3,33611.91,40334.29,,,0.0,en_cours
20240531,1,1223,14,47,2,19418.12,23301.74,,,0.0,livré
20220608,9,154,5,30,5,50284.45,60341.34,,,0.0,livré
20231215,8,1840,9,13,3,44508.48,53410.18,,,0.0,livré
20240612,19,1801,6,4,1,3360.64,4032.77,,,0.0,annulé
20220623,9,1074,8,23,4,47949.12,57538.94,,,0.0,livré
20221128,16,768,6,34,7,80527.37,96632.84,,,0.0,en_cours
20240613,7,741,10,47,2,2759.36,3311.23,,,0.0,livré
20221229,13,1229,4,51,4,29401.88,35282.26,,,0.0,livré
20240910,1,1762,15,19,1,9931.52,11917.82,,,0.0,en_cours
20230305,19,1585,1,38,1,8144.64,9773.57,,,0.0,retourné
20220829,4,2631,4,16,8,68279.68,81935.62,,,0.0,en_cours
20230505,5,1635,14,39,3,29697.87,35637.44,,,0.0,livré
20240220,5,243,12,17,6,28810.08,34572.1,,,0.0,livré
20220616,16,430,11,30,4,15786.84,18944.21,,,0.0,retourné
20240511,8,2116,8,46,3,6040.35,7248.42,,,0.0,en_cours
20220529,17,2061,4,12,4,59393.08,71271.7,,,0.0,livré
20230402,15,2481,11,16,2,27314.1,32776.92,,,0.0,en_cours
20240906,18,1715,6,7,6,80191.02,96229.22,,,0.0,retourné
20230618,10,161,12,36,1,11613.22,13935.86,,,0.0,livré
20220528,19,1712,7,47,1,6531.74,7838.09,,,0.0,annulé
20231031,1,504,6,23,7,36460.06,43752.07,,,0.0,en_cours
20220613,10,2864,3,1,4,54527.52,65433.02,,,0.0,livré
20230616,6,1606,2,17,8,5640.88,6769.06,,,0.0,livré
20220428,7,1232,13,30,9,2884.86,3461.83,,,0.0,en_cours
20240524,15,1234,8,10,7,82534.41,99041.29,,,0.0,retourné
20220409,5,260,13,22,8,60455.12,72546.14,,,0.0,livré
20240131,4,2472,15,44,3,16654.5,19985.4,,,0.0,livré
20220722,3,1231,8,40,5,72264.85,86717.82,,,0.0,livré
20221114,10,1294,2,27,8,49124.72,58949.66,,,0.0,en_cours
20231201,2,2762,8,4,5,17067.2,20480.64,,,0.0,livré
20240313,7,796,4,3,2,23069.44,27683.33,,,0.0,en_cours
20231018,12,1418,13,36,2,6832.34,8198.81,,,0.0,livré
20240712,9,1,1,46,2,1290.72,1548.86,,,0.0,livré
20230616,20,2100,11,47,2,14293.9,17152.68,,,0.0,livré
20240416,17,2672,10,1,1,2159.6,2591.52,,,0.0,livré
20230805,8,1,1,30,8,102500.64,123000.77,,,0.0,livré
20221203,7,2625,6,48,5,16094.85,19313.82,,,0.0,livré
20240709,16,1907,4,2,1,10301.29,12361.55,,,0.0,livré
20240915,16,1075,4,30,3,36354.63,43625.56,,,0.0,livré
20220928,10,1495,14,35,7,61361.16,73633.39,,,0.0,livré
20241027,3,1319,14,36,6,33011.88,39614.26,,,0.0,retourné
20240118,4,587,13,17,3,8109.66,9731.59,,18.0,0.0,livré
20231211,7,2796,9,46,5,48643.55,58372.26,,,0.0,en_cours
20240207,4,2568,11,43,7,86597.28,103916.74,,,0.0,livré
20221114,18,762,2,32,1,1943.39,2332.07,,,0.0,livré
20241202,17,1751,15,23,8,95913.2,115095.84,,,0.0,livré
20231103,11,1,5,39,7,13291.67,15950.0,,,0.0,livré
20240215,5,401,11,41,4,23316.92,27980.3,,,0.0,livré
20240318,16,2534,2,35,1,3231.51,3877.81,,,0.0,en_cours
20230304,8,1391,3,14,1,10042.16,12050.59,,,0.0,livré
20240927,3,1618,8,29,5,67701.45,81241.74,,,0.0,en_cours
20220429,7,2455,2,34,6,22011.06,26413.27,,,0.0,livré
20240603,6,2835,5,44,10,80624.7,96749.64,,,0.0,livré
20220822,12,2651,7,1,2,7902.66,9483.19,,,0.0,livré
20221126,14,790,12,10,5,51915.35,62298.42,,,0.0,livré
20240325,7,2086,8,33,6,14779.32,17735.18,,,0.0,livré
20220215,10,1327,9,1,3,44446.02,53335.22,,,0.0,en_cours
20241224,2,824,13,11,3,36154.86,43385.83,,,0.0,livré
20240427,20,1975,3,42,10,112406.1,134887.32,,,0.0,livré
20240418,4,2102,4,9,10,24817.3,29780.76,,,0.0,livré
20230813,2,2035,8,6,6,73243.14,87891.77,,,0.0,annulé
20230803,4,1919,15,23,10,51909.8,62291.76,,,0.0,livré
20230826,8,1179,15,2,1,14271.99,17126.39,,,0.0,en_cours
20220609,15,974,6,45,9,106216.11,127459.33,,,0.0,annulé
20230425,13,79,3,16,4,40573.2,48687.84,,,0.0,livré
20220927,5,2564,5,13,10,89230.1,107076.12,,,0.0,annulé
20240509,8,1099,6,16,8,11595.44,13914.53,,,0.0,en_cours
20230202,10,357,1,50,6,4053.48,4864.18,,,0.0,livré
20220514,17,1993,7,6,8,20173.28,24207.94,,,0.0,livré
20230407,4,524,5,36,2,23850.88,28621.06,,,0.0,livré
20240927,13,2575,3,47,5,55102.95,66123.54,,,0.0,livré
20241004,10,788,11,9,5,68069.95,81683.94,,,0.0,annulé
20241227,1,2033,6,49,8,91363.68,109636.42,,,0.0,annulé
20220609,18,948,9,26,8,12201.6,14641.92,,,0.0,en_cours
20220401,2,2464,6,26,5,15124.9,18149.88,,,0.0,livré
20240515,6,55,8,38,4,35074.92,42089.9,,,0.0,livré
20221103,1,930,6,50,8,116628.56,139954.27,,,0.0,livré
20230730,17,959,10,7,5,8108.55,9730.26,,,0.0,retourné
20230504,9,1077,5,9,5,60887.7,73065.24,,,0.0,livré
20220602,7,685,9,21,3,2342.31,2810.77,,,0.0,retourné
20220710,6,2653,11,1,9,42319.62,50783.54,,,0.0,livré
20240715,16,1972,10,12,1,10900.76,13080.91,,,0.0,en_cours
20230905,16,8,9,7,5,12575.15,15090.18,,,0.0,livré
20220819,2,2415,5,23,5,3268.5,3922.2,,,0.0,en_cours
20240912,15,1928,3,3,5,31573.15,37887.78,,,0.0,livré
20230411,4,2116,15,1,4,10099.56,12119.47,,,0.0,livré
20240604,14,2152,4,8,4,40610.36,48732.43,,,0.0,annulé
20240213,15,1914,12,10,8,87760.24,105312.29,,,0.0,en_cours
20220904,10,1305,11,3,7,58552.06,70262.47,,5.0,0.0,livré
20230701,16,226,5,47,10,17469.9,20963.88,,,0.0,annulé
20221009,9,1427,12,12,8,21348.96,25618.75,,,0.0,en_cours
20240321,9,1597,12,1,8,84287.04,101144.45,,,0.0,en_cours
20220806,2,2014,8,1,9,63825.84,76591.01,,,0.0,livré
20240318,9,1277,2,44,8,43584.0,52300.8,,,0.0,retourné
20240615,10,2690,9,6,5,19477.45,23372.94,,,0.0,annulé
20220413,12,2173,14,8,9,43768.44,52522.13,,,0.0,livré
20230222,14,1716,3,16,2,834.9,1001.88,,,0.0,livré
20221231,4,2214,4,24,10,40504.8,48605.76,,,0.0,livré
20241219,2,2431,2,36,3,5421.09,6505.31,,,0.0,livré
20240325,18,1704,6,43,5,55932.1,67118.52,,,0.0,annulé
20241229,18,2404,10,11,4,16232.04,19478.45,,,0.0,livré
20240724,7,2089,3,29,5,12768.6,15322.32,,,0.0,livré
20220122,20,229,12,45,2,6824.26,8189.11,,,0.0,livré
20230404,4,1617,12,3,10,108455.8,130146.96,,,0.0,retourné
20240602,2,1191,2,18,9,79175.88,95011.06,,,0.0,livré
20220509,17,2236,2,25,9,94423.86,113308.63,,38.0,0.0,livré
20230709,16,1658,15,34,7,65528.33,78634.0,,,0.0,livré
20231217,15,845,15,28,3,14685.15,17622.18,,,0.0,livré
20220114,20,1911,7,51,9,119520.0,143424.0,,,0.0,livré
20220710,10,1,15,22,10,57287.8,68745.36,,,0.0,annulé
20230206,17,1910,13,34,6,86081.64,103297.97,,,0.0,retourné
20240226,2,2202,8,3,2,14576.14,17491.37,,,0.0,livré
20220813,7,2170,3,31,4,10177.36,12212.83,,,0.0,annulé
20220811,2,661,9,25,6,26530.74,31836.89,,,0.0,annulé
20240821,16,2064,2,4,4,55554.56,66665.47,,,0.0,retourné
20241008,12,1697,15,41,1,663.58,796.3,,,0.0,livré
20220724,14,1156,2,10,4,29367.44,35240.93,,,0.0,livré
20230703,11,1301,13,36,6,3801.3,4561.56,,,0.0,en_cours
20240710,5,1584,14,5,2,25345.02,30414.02,,,0.0,en_cours
20220308,16,1260,11,31,2,26128.9,31354.68,,,0.0,retourné
20230406,18,176,3,12,9,49694.58,59633.5,,,0.0,en_cours
20230507,1,393,6,1,10,77524.1,93028.92,,,0.0,en_cours
20230218,9,1744,3,2,9,6887.07,8264.48,,,0.0,livré
20220809,7,2696,3,32,4,881.88,1058.26,,49.0,0.0,livré
20240129,20,183,15,46,7,46471.25,55765.5,,,0.0,en_cours
20220131,18,2634,3,43,10,11907.9,14289.48,,,0.0,livré
20230311,8,1201,14,27,6,19610.22,23532.26,,,0.0,livré
20221109,20,2033,10,13,4,9891.0,11869.2,,,0.0,livré
20240610,5,887,13,39,8,25815.84,30979.01,,,0.0,en_cours
20240531,7,1270,7,45,4,53827.72,64593.26,,,0.0,livré
20221127,11,2492,3,2,10,135354.4,162425.28,,,0.0,en_cours
20230919,13,2012,14,9,10,48720.2,58464.24,,,0.0,en_cours
20240613,1,2525,15,3,3,23040.06,27648.07,,,0.0,retourné
20230905,2,1133,11,1,7,75677.77,90813.32,,,0.0,livré
20241111,14,2581,7,8,7,30973.25,37167.9,,,0.0,annulé
20241003,16,815,6,47,7,94504.27,113405.12,,,0.0,livré
20231205,12,738,12,8,4,36864.76,44237.71,,,0.0,livré
20230603,1,666,15,39,5,14450.65,17340.78,,,0.0,livré
20230223,3,1,1,22,6,16061.94,19274.33,,,0.0,livré
20240803,13,2113,12,20,3,34023.93,40828.72,,,0.0,livré
20241104,7,1491,5,1,1,10319.84,12383.81,,,0.0,livré
20230412,12,1,4,46,7,102191.67,122630.0,,,0.0,livré
20241025,12,554,8,7,10,97874.1,117448.92,,,0.0,livré
20241228,2,1808,8,9,2,22907.72,27489.26,,,0.0,livré
20240704,17,715,8,16,7,73152.66,87783.19,,,0.0,annulé
20221201,10,228,13,11,4,55841.4,67009.68,,35.0,0.0,livré
20221228,11,2667,14,51,5,5144.4,6173.28,,,0.0,livré
20240729,13,1761,6,12,1,4092.31,4910.77,,,0.0,livré
20230126,15,490,5,39,1,9461.51,11353.81,,,0.0,annulé
20240522,7,452,3,6,5,66079.0,79294.8,,,0.0,en_cours
20230715,14,822,7,45,10,136646.0,163975.2,,0.0,0.0,livré
20220105,12,2384,3,5,5,59983.9,71980.68,,,0.0,livré
20231205,6,1,14,35,8,77272.08,92726.5,,,0.0,annulé
20220908,4,999,3,2,1,4974.16,5968.99,,,0.0,retourné
20240815,20,1399,2,45,5,69147.6,82977.12,,,0.0,livré
20240914,13,1912,6,1,1,9072.4,10886.88,,,0.0,en_cours
20241008,11,122,5,15,1,9789.62,11747.54,,,0.0,en_cours
20240711,10,2032,15,38,8,46066.24,55279.49,,,0.0,livré
20240821,8,292,13,36,10,148158.3,177789.96,,,0.0,livré
20231006,9,1414,6,11,7,55573.28,66687.94,,,0.0,livré
20220613,20,885,7,38,1,5019.0,6022.8,,,0.0,livré
20240126,2,2439,8,49,1,5941.39,7129.67,,,0.0,livré
20240925,2,357,2,19,8,68646.56,82375.87,,,0.0,en_cours
20230608,16,1901,5,20,6,37662.78,45195.34,,,0.0,annulé
20240229,8,2056,12,36,10,8394.8,10073.76,,,0.0,retourné
20220520,1,1354,9,12,7,67975.32,81570.38,,,0.0,livré
20230923,18,731,2,2,10,1399.0,1678.8,,,0.0,livré
20220606,8,201,7,3,5,49665.75,59598.9,,,0.0,livré
20240217,17,2715,7,50,10,103092.9,123711.48,,,0.0,livré
20221111,13,2328,14,25,3,15592.56,18711.07,,,0.0,annulé
20230630,15,1453,14,43,6,61812.96,74175.55,,20.0,0.0,livré
20220524,7,1679,12,30,9,15292.26,18350.71,,,0.0,livré
20220301,3,2445,11,40,4,33033.2,39639.84,,,0.0,retourné
20231127,11,2261,11,48,5,35272.55,42327.06,,,0.0,retourné
20221014,1,2455,12,40,7,40590.62,48708.74,,,0.0,en_cours
20240601,11,546,13,13,8,60057.28,72068.74,,,0.0,livré
20220910,9,2510,7,47,10,70772.8,84927.36,,,0.0,livré
20240725,7,574,7,18,2,21110.86,25333.03,,,0.0,livré
20231108,5,1303,7,50,2,2185.6,2622.72,,,0.0,livré
20220423,20,272,1,51,6,57115.14,68538.17,,,0.0,en_cours
20240820,13,499,4,24,9,32447.61,38937.13,,,0.0,livré
20240930,2,162,3,9,5,67284.8,80741.76,,,0.0,livré
20231203,14,2301,6,35,4,58774.6,70529.52,,,0.0,annulé
20220816,19,207,8,39,8,37720.0,45264.0,,,0.0,livré
20230614,19,2524,14,21,10,2646.9,3176.28,,,0.0,livré
20241010,11,1875,12,25,8,35925.68,43110.82,,,0.0,livré
20240424,20,339,3,3,10,29602.6,35523.12,,,0.0,livré
20220501,10,2447,2,34,6,17842.98,21411.58,,,0.0,livré
20230818,6,1556,9,43,1,14275.64,17130.77,,,0.0,annulé
20220410,14,317,10,17,1,5573.36,6688.03,,,0.0,livré
20220615,12,2563,11,49,2,21042.26,25250.71,,,0.0,livré
20230427,4,1290,7,23,9,37842.03,45410.44,,,0.0,livré
20230524,20,695,4,39,2,5974.38,7169.26,,,0.0,en_cours
20220409,14,2007,15,37,8,56812.88,68175.46,,,0.0,livré
20220310,2,1061,8,42,6,71951.28,86341.54,,,0.0,livré
20240109,4,1310,5,31,7,21846.37,26215.64,,,0.0,livré
20240730,10,891,13,46,9,36825.75,44190.9,,,0.0,livré
